Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units 
476,1360 1364 PURDY STREET APARTMENTS,1364,PURDY STREET,2,New Construction,HPD,2,1875,2,2,64286,108550,3,64286,122070,4,64286,135590,,,,,,,,,,17448,4/19/18,2018,STILL IN PROGRESS,
477,867 Dekalb Avenue,867,DE KALB AVENUE,3,New Construction,HPD,1,2716,1,2,93120,99320,3,93120,116770,4,93120,124020,,,,,,,,,,18586,4/23/18,2018,STILL IN PROGRESS,
477,867 Dekalb Avenue,867,DE KALB AVENUE,3,New Construction,HPD,2,2163,2,1,74160,86840,2,74160,99320,,,,,,,,,,,,,18586,4/23/18,2018,STILL IN PROGRESS,
477,867 Dekalb Avenue,867,DE KALB AVENUE,3,New Construction,HPD,2,2394,2,2,82080,99320,3,82080,111670,4,82080,124020,,,,,,,,,,18586,4/23/18,2018,STILL IN PROGRESS,
477,867 Dekalb Avenue,867,DE KALB AVENUE,3,New Construction,HPD,3,2253,3,1,77246,86840,2,77246,99320,,,,,,,,,,,,,18586,4/23/18,2018,STILL IN PROGRESS,
477,867 Dekalb Avenue,867,DE KALB AVENUE,3,New Construction,HPD,3,2609,3,2,89452,99320,3,89452,111670,4,89452,124020,,,,,,,,,,18586,4/23/18,2018,STILL IN PROGRESS,
478,510 Flatbush Apartments,510,FLATBUSH AVENUE,3,New Construction,HPD,0,1807,6,1,61955,95030,,,,,,,,,,,,,,,,18770,4/23/18,2018,STILL IN PROGRESS,
478,510 Flatbush Apartments,510,FLATBUSH AVENUE,3,New Construction,HPD,1,2270,3,1,76355,95030,2,76355,108550,,,,,,,,,,,,,18770,4/23/18,2018,STILL IN PROGRESS,
478,510 Flatbush Apartments,510,FLATBUSH AVENUE,3,New Construction,HPD,2,2733,7,2,93703,108550,3,93703,122070,4,93703,135590,,,,,,,,,,18770,4/23/18,2018,STILL IN PROGRESS,
479,85 Rogers Avenue,85,ROGERS AVENUE,3,New Construction,HPD,2,2716,3,2,93120,108550,3,93120,122070,4,93120,135590,,,,,,,,,,16664,4/25/18,2018,STILL IN PROGRESS,
480,ST ALBANS CYCLE OF LIFE,118-47,FARMERS BOULEVARD,4,New Construction,HPD,1,558,5,1,21600,29240,2,21600,33400,,,,,,,,,,,,,54278,4/26/18,2018,STILL IN PROGRESS,
480,ST ALBANS CYCLE OF LIFE,118-47,FARMERS BOULEVARD,4,New Construction,HPD,1,720,5,1,27155,36550,2,27155,41750,,,,,,,,,,,,,54278,4/26/18,2018,STILL IN PROGRESS,
480,ST ALBANS CYCLE OF LIFE,118-47,FARMERS BOULEVARD,4,New Construction,HPD,1,882,12,1,32709,43860,2,32709,50100,,,,,,,,,,,,,54278,4/26/18,2018,STILL IN PROGRESS,
480,ST ALBANS CYCLE OF LIFE,118-47,FARMERS BOULEVARD,4,New Construction,HPD,1,1254,7,1,45463,58480,2,45463,66800,,,,,,,,,,,,,54278,4/26/18,2018,STILL IN PROGRESS,
480,ST ALBANS CYCLE OF LIFE,118-47,FARMERS BOULEVARD,4,New Construction,HPD,2,676,5,2,25783,33400,3,25783,37560,4,25783,41720,,,,,,,,,,54278,4/26/18,2018,STILL IN PROGRESS,
480,ST ALBANS CYCLE OF LIFE,118-47,FARMERS BOULEVARD,4,New Construction,HPD,2,870,5,2,32435,41750,3,32435,46950,4,32435,52150,,,,,,,,,,54278,4/26/18,2018,STILL IN PROGRESS,
480,ST ALBANS CYCLE OF LIFE,118-47,FARMERS BOULEVARD,4,New Construction,HPD,2,1065,12,2,39120,50100,3,39120,56340,4,39120,62580,,,,,,,,,,54278,4/26/18,2018,STILL IN PROGRESS,
480,ST ALBANS CYCLE OF LIFE,118-47,FARMERS BOULEVARD,4,New Construction,HPD,2,1511,7,2,54412,66800,3,54412,75120,4,54412,83440,,,,,,,,,,54278,4/26/18,2018,STILL IN PROGRESS,
481,751 EAST 6TH STREET APARTMENTS,79,AVENUE D,1,New Construction,HPD,0,596,8,1,22320,29240,,,,,,,,,,,,,,,,85134,4/27/18,2018,12/18/19,
481,751 EAST 6TH STREET APARTMENTS,79,AVENUE D,1,New Construction,HPD,0,1949,2,1,68709,95030,,,,,,,,,,,,,,,,85134,4/27/18,2018,12/18/19,
481,751 EAST 6TH STREET APARTMENTS,79,AVENUE D,1,New Construction,HPD,1,640,3,1,23897,29240,2,23897,33400,,,,,,,,,,,,,85134,4/27/18,2018,12/18/19,
481,751 EAST 6TH STREET APARTMENTS,79,AVENUE D,1,New Construction,HPD,1,980,4,1,35554,43860,2,35554,50100,,,,,,,,,,,,,85134,4/27/18,2018,12/18/19,
481,751 EAST 6TH STREET APARTMENTS,79,AVENUE D,1,New Construction,HPD,1,2235,2,1,78583,95030,2,78583,108550,,,,,,,,,,,,,85134,4/27/18,2018,12/18/19,
481,751 EAST 6TH STREET APARTMENTS,79,AVENUE D,1,New Construction,HPD,2,1183,6,2,42549,50100,3,42549,56340,4,42549,62580,,,,,,,,,,85134,4/27/18,2018,12/18/19,
481,751 EAST 6TH STREET APARTMENTS,79,AVENUE D,1,New Construction,HPD,2,2519,2,2,88354,108550,3,88354,122070,4,88354,135590,,,,,,,,,,85134,4/27/18,2018,12/18/19,
481,751 EAST 6TH STREET APARTMENTS,79,AVENUE D,1,New Construction,HPD,3,1359,1,4,49131,62580,5,49131,67620,6,49131,72600,,,,,,,,,,85134,4/27/18,2018,12/18/19,
483,5959 Broadway,5959,BROADWAY,2,New Construction,HPD,1,1292,12,1,44298,58480,2,44298,66800,,,,,,,,,,,,,22611,4/30/18,2018,STILL IN PROGRESS,
483,5959 Broadway,5959,BROADWAY,2,New Construction,HPD,2,1458,3,2,49989,66800,3,49989,75120,4,49989,93870,,,,,,,,,,22611,4/30/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,0,822,14,1,30069,43860,,,,,,,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,0,996,9,1,36035,73100,,,,,,,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,0,1125,2,1,40458,87720,,,,,,,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,1,882,47,1,32195,43860,2,32195,50100,,,,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,1,1254,33,1,44949,73100,2,44949,83500,,,,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,1,1417,14,1,50538,87720,2,50538,100200,,,,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,2,1065,59,2,38503,50100,3,38503,56340,4,38503,62580,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,2,1511,40,2,53795,83500,3,53795,93900,4,53795,104300,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,2,1706,19,2,60480,100200,3,60480,112680,4,60480,125160,,,,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,3,1224,9,3,44503,56340,4,44503,62580,5,44503,67620,6,44503,72600,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,3,1740,7,3,62195,93900,4,62195,104300,5,62195,112700,6,62195,121000,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
484,TREMONT RENAISSANCE,4215,PARK AVE,2,New Construction,HDC,3,1965,2,3,69909,112680,4,69909,125160,5,69909,135240,6,69909,145200,,,,,,,55984,5/1/18,2018,STILL IN PROGRESS,
485,222 East 44 Street,217,EAST 43 STREET,1,New Construction,HPD,0,613,31,1,22903,29240,,,,,,,,,,,,,,,,90427,5/1/18,2018,STILL IN PROGRESS,
485,222 East 44 Street,217,EAST 43 STREET,1,New Construction,HPD,0,2116,8,1,74435,95030,,,,,,,,,,,,,,,,90427,5/1/18,2018,STILL IN PROGRESS,
485,222 East 44 Street,217,EAST 43 STREET,1,New Construction,HPD,1,659,12,1,24549,29240,2,24549,33400,,,,,,,,,,,,,90427,5/1/18,2018,STILL IN PROGRESS,
485,222 East 44 Street,217,EAST 43 STREET,1,New Construction,HPD,1,1017,29,1,36823,43860,2,36823,50100,,,,,,,,,,,,,90427,5/1/18,2018,STILL IN PROGRESS,
485,222 East 44 Street,217,EAST 43 STREET,1,New Construction,HPD,1,2270,10,1,79783,95030,2,79783,108550,,,,,,,,,,,,,90427,5/1/18,2018,STILL IN PROGRESS,
485,222 East 44 Street,217,EAST 43 STREET,1,New Construction,HPD,2,1230,15,2,44160,50100,3,44160,56340,4,44160,62580,,,,,,,,,,90427,5/1/18,2018,STILL IN PROGRESS,
485,222 East 44 Street,217,EAST 43 STREET,1,New Construction,HPD,2,2733,4,2,95692,108550,3,95692,122070,4,95692,135590,,,,,,,,,,90427,5/1/18,2018,STILL IN PROGRESS,
486,1701 Parkview Avenue,1701,PARKVIEW AVENUE,2,New Construction,HPD,1,1600,3,1,54858,95030,2,54858,108550,,,,,,,,,,,,,18894,5/2/18,2018,STILL IN PROGRESS,
486,1701 Parkview Avenue,1701,PARKVIEW AVENUE,2,New Construction,HPD,2,1800,4,2,61715,108550,3,61715,122070,4,61715,135590,,,,,,,,,,18894,5/2/18,2018,STILL IN PROGRESS,
489,435 W31 Phase II,371,9 AVENUE,1,New Construction,HPD,0,613,41,1,22903,29240,,,,,,,,,,,,,,,,74356,5/4/18,2018,STILL IN PROGRESS,
489,435 W31 Phase II,371,9 AVENUE,1,New Construction,HPD,0,1949,15,1,68709,87720,,,,,,,,,,,,,,,,74356,5/4/18,2018,STILL IN PROGRESS,
489,435 W31 Phase II,371,9 AVENUE,1,New Construction,HPD,1,659,19,1,24549,29240,2,24549,33400,,,,,,,,,,,,,74356,5/4/18,2018,STILL IN PROGRESS,
489,435 W31 Phase II,371,9 AVENUE,1,New Construction,HPD,1,2091,22,1,73646,87720,2,73646,100200,,,,,,,,,,,,,74356,5/4/18,2018,STILL IN PROGRESS,
489,435 W31 Phase II,371,9 AVENUE,1,New Construction,HPD,2,2519,6,2,88355,100200,3,88355,112680,4,88355,125160,,,,,,,,,,74356,5/4/18,2018,STILL IN PROGRESS,
490,730 Prospect Place,730,PROSPECT PLACE,3,New Construction,HPD,1,2253,3,1,77246,95030,2,77246,108550,,,,,,,,,,,,,18948,5/7/18,2018,STILL IN PROGRESS,
491,89 Bartlett Street,89,BARTLETT STREET,3,New Construction,HPD,1,1080,16,1,37029,43860,2,37029,50100,,,,,,,,,,,,,24717,5/8/18,2018,STILL IN PROGRESS,
492,880 Metro,878,METROPOLITAN AVENUE,3,New Construction,HPD,1,1150,6,1,39429,43860,2,39429,50100,,,,,,,,,,,,,23748,5/8/18,2018,STILL IN PROGRESS,
493,Cooper Gardens Affordable Housing,4439,3 AVENUE,2,New Construction,HPD,0,865,16,1,32543,43860,,,,,,,,,,,,,,,,53636,5/9/18,2018,STILL IN PROGRESS,
493,Cooper Gardens Affordable Housing,4439,3 AVENUE,2,New Construction,HPD,1,929,118,1,33806,43860,2,33806,50100,,,,,,,,,,,,,53636,5/9/18,2018,STILL IN PROGRESS,
493,Cooper Gardens Affordable Housing,4439,3 AVENUE,2,New Construction,HPD,2,1121,45,2,40423,50100,3,40423,56340,4,40423,62850,,,,,,,,,,53636,5/9/18,2018,STILL IN PROGRESS,
493,Cooper Gardens Affordable Housing,4439,3 AVENUE,2,New Construction,HPD,3,1289,39,3,46732,56340,4,46732,62580,5,46732,67620,6,46732,72600,,,,,,,53636,5/9/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,0,580,1,1,19886,26720,,,,,,,,,,,,,,,,38989,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,0,613,6,1,22903,29240,,,,,,,,,,,,,,,,38989,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,0,947,1,1,34354,43860,,,,,,,,,,,,,,,,38989,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,1,963,3,1,34971,43860,2,34971,50100,,,,,,,,,,,,,38989,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,1,1017,3,1,36823,43860,2,36823,50100,,,,,,,,,,,,,38989,5/10/18,2018,STILL IN PROGRESS,
494,The Mason,145,MADISON AVENUE,1,New Construction,HPD,1,2270,4,1,79783,95030,2,79783,108550,,,,,,,,,,,,,38989,5/10/18,2018,STILL IN PROGRESS,
495,1 Flatbush Avenue,1,FLATBUSH AVENUE,3,New Construction,HPD,0,867,21,1,31612,43860,,,,,,,,,,,,,,,,65555,5/9/18,2018,STILL IN PROGRESS,
495,1 Flatbush Avenue,1,FLATBUSH AVENUE,3,New Construction,HPD,1,931,8,1,33875,43860,2,33875,50100,,,,,,,,,,,,,65555,5/9/18,2018,STILL IN PROGRESS,
495,1 Flatbush Avenue,1,FLATBUSH AVENUE,3,New Construction,HPD,2,1123,8,2,40492,50100,3,40492,56340,4,40492,62580,,,,,,,,,,65555,5/9/18,2018,STILL IN PROGRESS,
496,3190 Riverdale Avenue,3190,RIVERDALE AVENUE,2,New Construction,HPD,2,2425,4,2,83143,100200,3,83143,112680,4,83143,125160,,,,,,,,,,19951,5/11/18,2018,STILL IN PROGRESS,
497,56 Box Street Apartments,56,BOX STREET,3,New Construction,HPD,1,2253,3,1,77246,95030,2,77246,108550,,,,,,,,,,,,,19479,5/15/18,2018,STILL IN PROGRESS,
497,56 Box Street Apartments,56,BOX STREET,3,New Construction,HPD,2,2716,3,2,93120,108550,3,93120,122070,4,93120,135590,,,,,,,,,,19479,5/15/18,2018,STILL IN PROGRESS,
498,Gloria Linden,359,LINDEN STREET,3,New Construction,HPD,1,1950,2,1,66858,95030,2,66858,108550,,,,,,,,,,,,,18295,5/14/18,2018,STILL IN PROGRESS,
498,Gloria Linden,359,LINDEN STREET,3,New Construction,HPD,2,2390,2,2,81943,108550,3,81943,122070,4,81943,135590,,,,,,,,,,18295,5/14/18,2018,STILL IN PROGRESS,
499,321 Wythe Avenue,321,WYTHE AVENUE,3,New Construction,HPD,1,1999,17,1,68538,95030,2,68538,108550,,,,,,,,,,,,,40117,5/16/18,2018,STILL IN PROGRESS,
499,321 Wythe Avenue,321,WYTHE AVENUE,3,New Construction,HPD,2,2399,22,2,82252,108550,3,82252,122070,4,82252,135590,,,,,,,,,,40117,5/16/18,2018,STILL IN PROGRESS,
500,Lincoln Park Apartments,31,LINCOLN ROAD,3,New Construction,HPD,0,1807,6,1,61955,95030,,,,,,,,,,,,,,,,36999,5/17/18,2018,STILL IN PROGRESS,
500,Lincoln Park Apartments,31,LINCOLN ROAD,3,New Construction,HPD,1,2270,6,1,77829,95030,2,77829,108550,,,,,,,,,,,,,36999,5/17/18,2018,STILL IN PROGRESS,
500,Lincoln Park Apartments,31,LINCOLN ROAD,3,New Construction,HPD,2,2733,15,2,93709,108550,3,93709,122070,4,93709,135590,,,,,,,,,,36999,5/17/18,2018,STILL IN PROGRESS,
501,1544 Nostrand Avenue,1544,NOSTRAND AVENUE,3,New Construction,HPD,1,1733,1,1,59418,95030,2,59418,108550,,,,,,,,,,,,,20495,5/18/18,2018,STILL IN PROGRESS,
501,1544 Nostrand Avenue,1544,NOSTRAND AVENUE,3,New Construction,HPD,2,2089,2,2,71623,108550,3,71623,122070,4,71623,135590,,,,,,,,,,20495,5/18/18,2018,STILL IN PROGRESS,
502,951 Madison Street Apartments,951,MADISON STREET,3,New Construction,HPD,1,2150,6,1,73715,95030,2,73715,108550,,,,,,,,,,,,,17593,5/21/18,2018,STILL IN PROGRESS,
502,951 Madison Street Apartments,951,MADISON STREET,3,New Construction,HPD,2,2600,6,2,89143,108550,3,89143,122070,4,89143,135590,,,,,,,,,,17593,5/21/18,2018,STILL IN PROGRESS,
503,The Frederick Olmstead,564,ST. JOHN PLACE,3,New Construction,HPD,1,1080,30,1,37029,43860,2,37029,50100,,,,,,,,,,,,,48936,5/23/18,2018,STILL IN PROGRESS,
503,The Frederick Olmstead,564,ST. JOHN PLACE,3,New Construction,HPD,2,1223,10,2,41932,50100,3,41932,56340,4,41932,62580,,,,,,,,,,48936,5/23/18,2018,STILL IN PROGRESS,
504,806 St Johns Place,806,ST JOHNS PLACE,3,New Construction,HPD,1,2153,4,1,73817,95030,2,73817,108550,,,,,,,,,,,,,18076,5/22/18,2018,STILL IN PROGRESS,
504,806 St Johns Place,806,ST JOHNS PLACE,3,New Construction,HPD,2,2347,4,2,80469,108550,3,80469,122070,4,80469,135590,,,,,,,,,,18076,5/22/18,2018,STILL IN PROGRESS,
505,11-39 49th Avenue,27-Nov,49 AVENUE,4,New Construction,HPD,0,2098,23,1,71932,95030,,,,,,,,,,,,,,,,37841,5/24/18,2018,STILL IN PROGRESS,
505,11-39 49th Avenue,27-Nov,49 AVENUE,4,New Construction,HPD,1,2251,26,1,77178,95030,2,77178,108550,,,,,,,,,,,,,37841,5/24/18,2018,STILL IN PROGRESS,
505,11-39 49th Avenue,27-Nov,49 AVENUE,4,New Construction,HPD,2,2714,6,2,93052,108550,3,93052,122070,4,93052,135590,,,,,,,,,,37841,5/24/18,2018,STILL IN PROGRESS,
505,11-39 49th Avenue,27-Nov,49 AVENUE,4,New Construction,HPD,3,3131,4,3,107349,122070,4,107349,135590,5,107349,146510,6,107349,157300,,,,,,,37841,5/24/18,2018,STILL IN PROGRESS,
506,233 Buffalo Avenue,1611,STERLING PLACE,3,New Construction,HPD,3,2700,3,3,92572,122070,4,92572,135590,5,92572,146510,6,92572,157300,,,,,,,15717,5/25/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,0,1100,1,1,37715,95030,2,37715,108550,,,,,,,,,,,,,20294,5/29/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,1,1300,5,1,44572,95030,2,44572,108550,3,44572,122070,,,,,,,,,,20294,5/29/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,1,1350,1,1,46286,95030,2,46286,108550,3,46286,122070,,,,,,,,,,20294,5/29/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,2,1500,5,2,51429,108550,3,51429,122070,4,51429,135590,5,51429,146510,,,,,,,20294,5/29/18,2018,STILL IN PROGRESS,
507,2118 Mapes Avenue,2118,MAPES AVENUE,2,New Construction,HPD,2,1600,1,2,54858,108550,3,54858,122070,4,54858,135590,5,54858,146510,,,,,,,20294,5/29/18,2018,STILL IN PROGRESS,
508,2183 3rd Avenue,2183,3 AVENUE,1,New Construction,HPD,0,856,4,1,29349,43860,,,,,,,,,,,,,,,,32133,5/29/18,2018,STILL IN PROGRESS,
508,2183 3rd Avenue,2183,3 AVENUE,1,New Construction,HPD,1,985,5,1,33772,43860,2,33772,50100,,,,,,,,,,,,,32133,5/29/18,2018,STILL IN PROGRESS,
508,2183 3rd Avenue,2183,3 AVENUE,1,New Construction,HPD,2,1114,3,2,38195,50100,3,38195,56340,4,38195,62580,,,,,,,,,,32133,5/29/18,2018,STILL IN PROGRESS,
509,1072 University Avenue,1072,UNIVERSITY AVENUE,2,New Construction,HPD,0,1200,1,1,41143,95030,,,,,,,,,,,,,,,,18892,5/31/18,2018,,
509,1072 University Avenue,1072,UNIVERSITY AVENUE,2,New Construction,HPD,1,1500,1,1,51429,95030,2,51429,108550,,,,,,,,,,,,,18892,5/31/18,2018,,
509,1072 University Avenue,1072,UNIVERSITY AVENUE,2,New Construction,HPD,2,1800,1,2,61715,108550,3,61715,122070,4,61715,135590,,,,,,,,,,18892,5/31/18,2018,,
511,1068 Fulton Street Apartments,1068,FULTON STREET,3,New Construction,HPD,1,1744,6,1,59795,95375,2,59795,108550,,,,,,,,,,,,,20438,6/6/18,2018,STILL IN PROGRESS,
511,1068 Fulton Street Apartments,1068,FULTON STREET,3,New Construction,HPD,2,2099,7,2,71966,108550,3,71966,122070,4,71966,135590,,,,,,,,,,20438,6/6/18,2018,STILL IN PROGRESS,
512,1164 and 1168 Greene Avenue,1164,GREENE AVENUE,3,New Construction,HPD,1,985,2,1,33772,43860,2,33772,50100,,,,,,,,,,,,,26297,6/7/18,2018,STILL IN PROGRESS,
512,1164 and 1168 Greene Avenue,1164,GREENE AVENUE,3,New Construction,HPD,2,1114,2,2,38195,50100,3,38195,56340,4,38195,62580,,,,,,,,,,26297,6/7/18,2018,STILL IN PROGRESS,
513,1779 Weeks Avenue Apartments,1779,WEEKS AVENUE,2,New Construction,HPD,0,1100,1,1,37715,95030,2,37715,108550,,,,,,,,,,,,,18858,6/8/18,2018,STILL IN PROGRESS,
513,1779 Weeks Avenue Apartments,1779,WEEKS AVENUE,2,New Construction,HPD,1,1300,2,1,44572,95030,2,44572,108550,3,44572,122070,,,,,,,,,,18858,6/8/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,0,1480,2,1,50743,95030,,,,,,,,,,,,,,,,37721,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,1,1685,2,1,57771,95030,2,57771,108550,,,,,,,,,,,,,37721,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,1,1881,6,1,64491,95030,2,64491,108550,,,,,,,,,,,,,37721,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,2,2270,1,2,77289,108550,3,77829,122070,4,77829,135590,,,,,,,,,,37721,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,2,2387,4,2,81840,108550,3,81840,122070,4,81840,135590,,,,,,,,,,37721,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,2,2595,4,2,85886,108550,3,85886,122070,4,85886,135590,,,,,,,,,,37721,6/11/18,2018,STILL IN PROGRESS,
514,The Maya,177-30,WEXFORD TERRACE,4,New Construction,HPD,2,2622,2,2,89897,108550,3,89897,122070,4,89897,135590,,,,,,,,,,37721,6/11/18,2018,STILL IN PROGRESS,
515,168-05 Depot Road Apartments,168-05,DEPOT ROAD,4,New Construction,HPD,1,1700,1,1,58286,95030,2,58286,108550,,,,,,,,,,,,,17178,6/12/18,2018,STILL IN PROGRESS,
515,168-05 Depot Road Apartments,168-05,DEPOT ROAD,4,New Construction,HPD,2,1950,2,2,66858,108550,3,66858,122070,4,66858,135590,,,,,,,,,,17178,6/12/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,0,565,24,1,21257,29240,,,,,,,,,,,,,,,,80880,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,0,613,1,1,22903,29240,,,,,,,,,,,,,,,,80880,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,0,2116,6,1,74435,95030,,,,,,,,,,,,,,,,80880,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,1,607,1,1,22766,29240,2,22766,33400,,,,,,,,,,,,,80880,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,1,931,13,1,36823,43860,2,36823,50100,,,,,,,,,,,,,80880,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,1,2270,4,1,79783,95030,2,79783,108550,,,,,,,,,,,,,80880,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,2,1123,13,2,40492,50100,3,40492,56340,4,40492,62580,,,,,,,,,,80880,6/13/18,2018,STILL IN PROGRESS,
517,416 Kent Avenue Apartments,416,KENT AVENUE,3,New Construction,HPD,2,2733,3,2,95692,108550,3,95692,122070,4,95692,135590,,,,,,,,,,80880,6/13/18,2018,STILL IN PROGRESS,
518,CRYSTAL TOWERS,1355,ROGERS AVENUE,3,New Construction,HDC,3,1279,7,3,43852,56340,4,43852,62580,5,43852,67620,6,43852,72600,,,,,,,20354,6/15/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,0,702,1,1,26400,36550,,,,,,,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,0,860,10,1,31818,43860,,,,,,,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,0,1044,4,1,38126,58480,,,,,,,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,1,753,1,1,28286,36550,2,28286,41750,,,,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,1,923,30,1,34115,43860,2,34115,50100,,,,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,1,1314,9,1,47520,58480,2,47520,66800,,,,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,2,910,2,2,33806,41750,3,33806,46950,4,33806,52150,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,2,1114,25,2,40800,50100,3,40800,56340,4,40800,62580,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,2,1584,8,2,56915,66800,3,56915,75120,4,56915,,,,,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,3,1045,1,3,39086,46950,4,39806,52150,5,39806,56350,6,39806,60500,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
519,PARK AVENUE GREEN,2980,PARK AVENUE,2,New Construction,HDC,3,1281,14,3,47178,56340,4,47178,62580,5,47178,67620,6,47178,72600,,,,,,,63371,6/18/18,2018,STILL IN PROGRESS,
